43
50
1949
Year	Mnth	Day	Hr	dayl(s)	PRCP(mm/day)	PET(mm/day)	Flag
1955	3	4	12	35000	0	1.9968	1
1955	3	5	12	35000	0	3.0386	-1
1955	3	6	12	35000	1.5996	2.4867	1
1955	3	7	12	35000	0	2.2541	-1
1955	3	8	12	35000	0	3.668	1
1955	3	9	12	35000	0	2.0371	-1
1955	3	10	12	35000	0	2.5766	-1
1955	3	11	12	35000	0	3.8354	0
1955	3	12	12	35000	0	4.1734	0
1955	3	13	12	35000	0	2.5921	0
1955	3	14	12	35000	0.8145	2.9642	0
1955	3	15	12	35000	0	3.699	0
1955	3	16	12	35000	0	3.1905	0
1955	3	17	12	35000	0	3.3083	-1
1955	3	18	12	35000	0.2306	3.0727	-1
1955	3	19	12	35000	19.671	2.3626	-1
1955	3	20	12	35000	3.2781	3.3238	-1
1955	3	21	12	35000	10.483	2.5053	-1
1955	3	22	12	35000	0	2.8091	-1
1955	3	23	12	35000	0	3.1378	-1
1955	3	24	12	35000	0	3.6928	0
1955	3	25	12	35000	0.7179	3.9036	1
1955	3	26	12	35000	0	2.1115	-1
1955	3	27	12	35000	0	2.9673	-1
1955	3	28	12	35000	0	2.1828	-1
1955	3	29	12	35000	0	2.9083	1
1955	3	30	12	35000	0	3.7424	0
1955	3	31	12	35000	0	3.8323	0
1955	4	1	12	35000	14.383	0.8496	1
1955	4	2	12	35000	0	4.9795	-1
1955	4	3	12	35000	0	4.9795	-1
1955	4	4	12	35000	0	1.2278	1
1955	4	5	12	35000	2.0656	4.3842	-1
1955	4	6	12	35000	0.0001	4.1517	1
1955	4	7	12	35000	0.7975	1.6588	1
1955	4	8	12	35000	0	1.758	0
1955	4	9	12	35000	20.875	0.4837	1
1955	4	10	12	35000	35.316	0.3442	1
1955	4	11	12	35000	0.0152	3.6184	1
1955	4	12	12	35000	63.064	1.6712	0
1955	4	13	12	35000	30.116	3.5285	-1
1955	4	14	12	35000	0	5.6152	1
1955	4	15	12	35000	0	4.6137	-1
1955	4	16	12	35000	0	2.9239	-1
1955	4	17	12	35000	0	4.7718	-1
1955	4	18	12	35000	0	3.8509	-1
1955	4	19	12	35000	0	2.1084	1
1955	4	20	12	35000	0	2.5735	0
1955	4	21	12	35000	5.101	3.3486	-1
1955	4	22	12	35000	0	4.7749	-1
1955	4	23	12	35000	0	2.6045	0
1955	4	24	12	35000	0	5.054	-1
1955	4	25	12	35000	0	6.0337	-1
1955	4	26	12	35000	0	3.9781	-1
1955	4	27	12	35000	0	3.2773	-1
1955	4	28	12	35000	0	4.8555	0
1955	4	29	12	35000	0	4.254	1
1955	4	30	12	35000	0	6.2446	-1
1955	5	1	12	35000	0	5.5376	-1
1955	5	2	12	35000	0	6.4058	0
1955	5	3	12	35000	0	5.7888	0
1955	5	4	12	35000	0	5.5966	1
1955	5	5	12	35000	0	5.671	-1
1955	5	6	12	35000	1.0495	4.8772	-1
1955	5	7	12	35000	0	4.3625	0
1955	5	8	12	35000	0	4.2354	1
1955	5	9	12	35000	0	3.8447	-1
1955	5	10	12	35000	0	3.5595	0
1955	5	11	12	35000	0	2.6789	-1
1955	5	12	12	35000	0.2015	2.0371	-1
1955	5	13	12	35000	0	3.5626	-1
1955	5	14	12	35000	2.7475	5.0571	-1
1955	5	15	12	35000	4.4906	4.4121	-1
1955	5	16	12	35000	2.309	2.0619	-1
1955	5	17	12	35000	2.4518	1.91	-1
1955	5	18	12	35000	2.9851	2.6107	-1
1955	5	19	12	35000	7.0153	2.065	1
1955	5	20	12	35000	26.379	3.6928	-1
1955	5	21	12	35000	6.307	5.1625	-1
1955	5	22	12	35000	0	6.5577	-1
1955	5	23	12	35000	37.927	2.2355	0
1955	5	24	12	35000	6.1993	4.6075	1
1955	5	25	12	35000	0	5.8043	1
1955	5	26	12	35000	0	5.4322	-1
1955	5	27	12	35000	0	4.8276	-1
1955	5	28	12	35000	1.1755	5.4198	-1
1955	5	29	12	35000	11.28	3.73	0
1955	5	30	12	35000	0	6.9794	1
1955	5	31	12	35000	0	5.5904	-1
1955	6	1	12	35000	0	7.243	1
1955	6	2	12	35000	0	6.4802	1
1955	6	3	12	35000	0	5.1067	-1
1955	6	4	12	35000	0	5.2803	1
1955	6	5	12	35000	11.257	4.0432	-1
1955	6	6	12	35000	11.131	2.4805	-1
1955	6	7	12	35000	0	5.7392	-1
1955	6	8	12	35000	0	3.6835	-1
1955	6	9	12	35000	5.4401	2.5952	1
1955	6	10	12	35000	16.475	1.6619	-1
1955	6	11	12	35000	0	6.2136	0
1955	6	12	12	35000	0	6.8244	-1
1955	6	13	12	35000	0	6.9143	-1
1955	6	14	12	35000	0	4.378	0
1955	6	15	12	35000	11.547	3.8168	-1
1955	6	16	12	35000	0	4.7873	0
1955	6	17	12	35000	0	6.3965	-1
1955	6	18	12	35000	0	7.4197	1
1955	6	19	12	35000	0	7.305	-1
1955	6	20	12	35000	0	7.4817	0
1955	6	21	12	35000	0.7137	6.9515	-1
1955	6	22	12	35000	10.611	6.3252	-1
1955	6	23	12	35000	0	4.7718	-1
1955	6	24	12	35000	0	5.0416	-1
1955	6	25	12	35000	0	4.2974	1
1955	6	26	12	35000	17.189	4.8462	-1
1955	6	27	12	35000	0	3.5316	1
1955	6	28	12	35000	0	3.3765	0
1955	6	29	12	35000	3.8407	3.113	-1
1955	6	30	12	35000	0	3.3424	-1
1955	7	1	12	35000	0	3.6525	-1
1955	7	2	12	35000	0	4.7532	-1
1955	7	3	12	35000	2.7711	4.0122	1
1955	7	4	12	35000	8.558	4.4245	1
1955	7	5	12	35000	2.9861	5.4508	-1
1955	7	6	12	35000	8.5385	6.0802	0
1955	7	7	12	35000	3.6187	6.1671	-1
1955	7	8	12	35000	0	5.0912	-1
1955	7	9	12	35000	1.111	4.1548	0
1955	7	10	12	35000	0.6402	2.6851	1
1955	7	11	12	35000	1.3268	3.7517	-1
1955	7	12	12	35000	1.2297	1.8169	1
1955	7	13	12	35000	8.8209	1.2154	-1
1955	7	14	12	35000	23.297	1.91	1
1955	7	15	12	35000	0.5913	2.0743	1
1955	7	16	12	35000	12.698	2.158	0
1955	7	17	12	35000	21.102	2.8897	0
1955	7	18	12	35000	1.0059	2.9239	1
1955	7	19	12	35000	0.3359	4.6354	0
1955	7	20	12	35000	17.809	4.9795	-1
1955	7	21	12	35000	0	2.5828	0
1955	7	22	12	35000	5.5529	2.1673	1
1955	7	23	12	35000	1.9114	3.8788	1
1955	7	24	12	35000	0.2557	4.4803	-1
1955	7	25	12	35000	0	5.5687	-1
1955	7	26	12	35000	1.2931	4.2354	-1
1955	7	27	12	35000	15.153	1.2123	1
1955	7	28	12	35000	3.7448	4.6323	-1
1955	7	29	12	35000	19.248	3.7951	-1
1955	7	30	12	35000	9.7029	2.189	0
1955	7	31	12	35000	0.3198	5.178	1
1955	8	1	12	35000	4.4179	1.1379	1
1955	8	2	12	35000	23.357	0.9705	1
1955	8	3	12	35000	0	1.665	-1
1955	8	4	12	35000	7.387	5.9252	-1
1955	8	5	12	35000	0.147	3.6184	-1
1955	8	6	12	35000	0	4.2075	-1
1955	8	7	12	35000	0	4.2757	0
1955	8	8	12	35000	3.5812	3.7455	0
1955	8	9	12	35000	0	2.4805	0
1955	8	10	12	35000	4.4397	5.857	-1
1955	8	11	12	35000	3.0396	6.0833	-1
1955	8	12	12	35000	0	3.8323	0
1955	8	13	12	35000	0	4.0928	0
1955	8	14	12	35000	0	4.6819	-1
1955	8	15	12	35000	0	4.2571	-1
1955	8	16	12	35000	0	6.1578	-1
1955	8	17	12	35000	0	6.9453	1
1955	8	18	12	35000	0	6.3748	0
1955	8	19	12	35000	0	6.7779	-1
1955	8	20	12	35000	0	6.6694	1
1955	8	21	12	35000	0	6.6322	-1
1955	8	22	12	35000	0	6.719	1
1955	8	23	12	35000	6.3184	5.6958	0
1955	8	24	12	35000	0	3.0696	0
1955	8	25	12	35000	0	5.6865	-1
1955	8	26	12	35000	0.7011	1.6371	1
1955	8	27	12	35000	2.3658	1.2929	0
1955	8	28	12	35000	0.7893	2.8866	-1
1955	8	29	12	35000	0	4.0339	-1
1955	8	30	12	35000	7.9516	4.8245	-1
1955	8	31	12	35000	0	2.3843	1
1955	9	1	12	35000	0.1679	1.5813	1
1955	9	2	12	35000	0	3.5006	1
1955	9	3	12	35000	0	4.4586	-1
1955	9	4	12	35000	0	1.3146	-1
1955	9	5	12	35000	0	0.617	1
1955	9	6	12	35000	0	1.1999	-1
1955	9	7	12	35000	0	3.4479	1
1955	9	8	12	35000	0	5.1439	0
1955	9	9	12	35000	0	4.5951	1
1955	9	10	12	35000	0	3.5688	-1
1955	9	11	12	35000	0	4.6881	1
1955	9	12	12	35000	0	1.4976	0
1955	9	13	12	35000	0	1.3798	1
1955	9	14	12	35000	0	1.4604	-1
1955	9	15	12	35000	0	3.637	-1
1955	9	16	12	35000	0	2.927	1
1955	9	17	12	35000	0	2.7719	0
1955	9	18	12	35000	0	4.0215	-1
1955	9	19	12	35000	0	5.2183	1
1955	9	20	12	35000	0	5.3919	1
1955	9	21	12	35000	0	4.3935	-1
1955	9	22	12	35000	0	2.5487	0
1955	9	23	12	35000	16.873	2.0061	-1
1955	9	24	12	35000	0	3.0944	1
1955	9	25	12	35000	0	3.7579	-1
1955	9	26	12	35000	0	4.9144	0
1955	9	27	12	35000	7.8372	4.1393	0
1955	9	28	12	35000	2.4277	4.2726	1
1955	9	29	12	35000	0	3.9098	0
1955	9	30	12	35000	0.7851	4.5796	-1
1955	10	1	12	35000	0.7557	2.9921	-1
1955	10	2	12	35000	0	4.9082	0
1955	10	3	12	35000	0	3.6122	-1
1955	10	4	12	35000	0	2.5642	-1
1955	10	5	12	35000	0.1679	4.0432	-1
1955	10	6	12	35000	2.0223	2.0402	1
1955	10	7	12	35000	7.5961	0.8558	-1
1955	10	8	12	35000	0	3.3362	-1
1955	10	9	12	35000	0	4.4338	-1
1955	10	10	12	35000	0	3.8633	1
1955	10	11	12	35000	0	4.5951	-1
1955	10	12	12	35000	0	3.4634	-1
1955	10	13	12	35000	0.5248	2.8401	-1
1955	10	14	12	35000	0	4.623	-1
1955	10	15	12	35000	0	3.885	0
1955	10	16	12	35000	0.4618	3.5285	1
1955	10	17	12	35000	1.0076	4.1269	0
1955	10	18	12	35000	0	3.9284	-1
1955	10	19	12	35000	0	3.6959	-1
1955	10	20	12	35000	0	3.6494	1
1955	10	21	12	35000	0	3.5936	-1
1955	10	22	12	35000	0	3.6029	-1
1955	10	23	12	35000	0	3.2866	1
1955	10	24	12	35000	0	3.4013	-1
1955	10	25	12	35000	0	3.8354	-1
1955	10	26	12	35000	0	3.5409	1
1955	10	27	12	35000	0	3.5874	-1
1955	10	28	12	35000	20.654	2.7688	0
1955	10	29	12	35000	0	3.5564	1
1955	10	30	12	35000	0	3.4603	-1
1955	10	31	12	35000	0	3.3672	0
1955	11	1	12	35000	0	2.1983	-1
1955	11	2	12	35000	3.6526	1.6557	-1
1955	11	3	12	35000	0	3.6153	0
1955	11	4	12	35000	0	2.837	-1
1955	11	5	12	35000	0	2.127	-1
1955	11	6	12	35000	21.073	1.4232	-1
1955	11	7	12	35000	0.486	1.2774	0
1955	11	8	12	35000	0	2.0805	0
1955	11	9	12	35000	0.0844	1.3177	-1
1955	11	10	12	35000	5.0397	1.1038	-1
1955	11	11	12	35000	0	2.0836	0
1955	11	12	12	35000	0.6282	1.355	1
1955	11	13	12	35000	0.1778	1.6123	-1
1955	11	14	12	35000	0	1.2619	1
1955	11	15	12	35000	0	1.879	-1
1955	11	16	12	35000	7.0142	1.2216	0
1955	11	17	12	35000	0	3.1254	-1
1955	11	18	12	35000	0.2171	1.6278	-1
1955	11	19	12	35000	1.6008	2.5394	-1
1955	11	20	12	35000	0	2.3812	-1
1955	11	21	12	35000	0	0.772	0
1955	11	22	12	35000	0.0662	1.1999	1
1955	11	23	12	35000	25.206	1.7456	-1
1955	11	24	12	35000	8.3505	0.6511	0
1955	11	25	12	35000	20.704	0.3876	-1
1955	11	26	12	35000	0	1.6929	1
1955	11	27	12	35000	0	0.5085	-1
1955	11	28	12	35000	0	1.6371	1
1955	11	29	12	35000	0	2.3254	-1
1955	11	30	12	35000	0	1.8697	-1
1955	12	1	12	35000	38.838	0.8496	0
1955	12	2	12	35000	21.232	0.4403	-1
1955	12	3	12	35000	1.1338	1.0077	-1
1955	12	4	12	35000	2.9698	0.7782	0
1955	12	5	12	35000	6.4931	1.1317	0
1955	12	6	12	35000	0	1.3457	-1
1955	12	7	12	35000	0	1.4852	-1
1955	12	8	12	35000	0	2.2231	-1
1955	12	9	12	35000	0	2.2665	-1
1955	12	10	12	35000	0	1.2185	0
1955	12	11	12	35000	0	0.9178	1
1955	12	12	12	35000	0	1.9038	-1
1955	12	13	12	35000	0	1.7239	1
1955	12	14	12	35000	0	1.048	-1
1955	12	15	12	35000	0	1.1565	0
1955	12	16	12	35000	0	1.572	0
1955	12	17	12	35000	0	0.5643	1
1955	12	18	12	35000	25.066	0.4558	0
1955	12	19	12	35000	0	1.1968	0
1955	12	20	12	35000	0	0.6201	-1
1955	12	21	12	35000	0	0.6945	0
1955	12	22	12	35000	0	1.0635	1
1955	12	23	12	35000	0	1.1999	-1
1955	12	24	12	35000	0	1.7518	1
1955	12	25	12	35000	0	1.4263	-1
1955	12	26	12	35000	0	0.7069	0
1955	12	27	12	35000	0	1.1472	-1
1955	12	28	12	35000	0	1.1193	0
1955	12	29	12	35000	0	0.7969	1
1955	12	30	12	35000	0	1.5348	0
1955	12	31	12	35000	0	1.9286	0
1956	1	1	12	35000	0	1.6061	-1
1956	1	2	12	35000	0	1.203	0
1956	1	3	12	35000	0.4199	1.1534	1
1956	1	4	12	35000	0.1847	2.2231	0
1956	1	5	12	35000	0	1.8417	0
1956	1	6	12	35000	0	1.6278	-1
1956	1	7	12	35000	0	1.6092	-1
1956	1	8	12	35000	0	2.1983	1
1956	1	9	12	35000	0	2.2448	1
1956	1	10	12	35000	0	2.434	1
1956	1	11	12	35000	0	2.2386	1
1956	1	12	12	35000	0	0.7224	1
1956	1	13	12	35000	0	2.0185	1
1956	1	14	12	35000	0	1.82	0
1956	1	15	12	35000	0	1.2991	-1
1956	1	16	12	35000	0	1.9875	-1
1956	1	17	12	35000	0	1.879	1
1956	1	18	12	35000	21.883	0.5798	0
1956	1	19	12	35000	0.0488	0.3876	-1
1956	1	20	12	35000	0	1.3674	0
1956	1	21	12	35000	0.0127	0.741	0
1956	1	22	12	35000	15.71	0.4775	-1
1956	1	23	12	35000	9.2153	0.3287	1
1956	1	24	12	35000	0	0.3194	0
1956	1	25	12	35000	0	1.3457	0
1956	1	26	12	35000	0	1.9782	1
1956	1	27	12	35000	0	0.7131	-1
1956	1	28	12	35000	0	1.141	1
1956	1	29	12	35000	0	1.2092	-1
1956	1	30	12	35000	12.792	0.8434	-1
1956	1	31	12	35000	0.1604	0.8403	-1
1956	2	1	12	35000	3.9039	0.4713	-1
1956	2	2	12	35000	45.323	1.2712	-1
1956	2	3	12	35000	22.585	0.5209	-1
1956	2	4	12	35000	34.231	0.1147	-1
1956	2	5	12	35000	34.901	0.1767	-1
1956	2	6	12	35000	0	2.2107	1
1956	2	7	12	35000	0	1.3022	-1
1956	2	8	12	35000	13.31	0.4837	-1
1956	2	9	12	35000	0.0093	0.2915	0
1956	2	10	12	35000	7.8131	0.2511	-1
1956	2	11	12	35000	0	1.3798	-1
1956	2	12	12	35000	0.9195	1.6588	-1
1956	2	13	12	35000	9.633	1.7301	1
1956	2	14	12	35000	19.217	0.8403	-1
1956	2	15	12	35000	7.9176	0.617	-1
1956	2	16	12	35000	6.7711	0.8279	-1
1956	2	17	12	35000	0	0.893	-1
1956	2	18	12	35000	9.5917	2.3006	-1
1956	2	19	12	35000	1.4129	1.3426	-1
1956	2	20	12	35000	0.354	1.1689	-1
1956	2	21	12	35000	0.3359	1.7549	-1
1956	2	22	12	35000	0	3.1843	0
1956	2	23	12	35000	0	1.4759	-1
1956	2	24	12	35000	0	2.0402	0
1956	2	25	12	35000	0.6151	1.8045	0
1956	2	26	12	35000	0	2.9052	1
1956	2	27	12	35000	0.4324	1.5999	0
1956	2	28	12	35000	0	4.5455	1
1956	2	29	12	35000	0	3.4323	-1
1956	3	1	12	35000	0	1.4263	-1
1956	3	2	12	35000	12.052	0.8868	0
1956	3	3	12	35000	12.878	0.8713	-1
1956	3	4	12	35000	0	1.8541	0
1956	3	5	12	35000	0	1.4821	-1
1956	3	6	12	35000	0	3.5161	-1
1956	3	7	12	35000	4.8974	2.0495	1
1956	3	8	12	35000	0	3.761	1
1956	3	9	12	35000	0	3.2339	1
1956	3	10	12	35000	0	1.0542	-1
1956	3	11	12	35000	14.018	0.9798	0
1956	3	12	12	35000	8.8542	0.369	-1
1956	3	13	12	35000	16.412	1.8945	1
1956	3	14	12	35000	16.977	0.5736	0
1956	3	15	12	35000	80.055	0.4	-1
1956	3	16	12	35000	2.8925	3.3951	0
1956	3	17	12	35000	0	3.9191	-1
1956	3	18	12	35000	0	3.2928	1
1956	3	19	12	35000	0	4.5517	0
1956	3	20	12	35000	0	3.8788	1
1956	3	21	12	35000	0	1.3239	1
1956	3	22	12	35000	2.5736	1.0573	1
1956	3	23	12	35000	0	3.1843	0
1956	3	24	12	35000	0	3.9408	-1
1956	3	25	12	35000	0	4.7997	1
1956	3	26	12	35000	0	4.0091	1
1956	3	27	12	35000	0	2.5673	1
1956	3	28	12	35000	11.009	2.9766	1
1956	3	29	12	35000	0.0348	0.9426	1
1956	3	30	12	35000	0	4.8555	0
1956	3	31	12	35000	0	4.8524	-1
1956	4	1	12	35000	0	1.3953	0
1956	4	2	12	35000	0	2.0588	-1
1956	4	3	12	35000	0.0498	1.9503	1
1956	4	4	12	35000	25.587	2.0929	1
1956	4	5	12	35000	33.338	1.7549	-1
1956	4	6	12	35000	3.1847	4.6261	-1
1956	4	7	12	35000	0	3.5347	-1
1956	4	8	12	35000	0	1.6774	1
1956	4	9	12	35000	0.0283	2.7998	-1
1956	4	10	12	35000	21.788	1.0604	0
1956	4	11	12	35000	0	3.8695	1
1956	4	12	12	35000	0	4.8462	-1
1956	4	13	12	35000	0	4.7811	1
1956	4	14	12	35000	0	2.4867	-1
1956	4	15	12	35000	6.5977	2.2045	0
1956	4	16	12	35000	0	5.9965	1
1956	4	17	12	35000	0	3.4137	-1
1956	4	18	12	35000	0	2.158	-1
1956	4	19	12	35000	0	5.702	0
1956	4	20	12	35000	0	2.1704	1
1956	4	21	12	35000	0	1.4511	-1
1956	4	22	12	35000	1.2826	0.5612	1
1956	4	23	12	35000	0	2.251	1
1956	4	24	12	35000	0	0.8992	0
1956	4	25	12	35000	0	1.7828	-1
1956	4	26	12	35000	0	1.8355	-1
1956	4	27	12	35000	0	1.9906	1
1956	4	28	12	35000	0	3.0138	1
1956	4	29	12	35000	0	2.4836	-1
1956	4	30	12	35000	0	3.4572	-1
1956	5	1	12	35000	0	2.806	1
1956	5	2	12	35000	3.7595	0.8124	-1
1956	5	3	12	35000	0.1097	0.5674	-1
1956	5	4	12	35000	0	1.1937	-1
1956	5	5	12	35000	4.5088	3.5657	-1
1956	5	6	12	35000	3.9027	2.8215	-1
1956	5	7	12	35000	0.2519	4.6943	-1
1956	5	8	12	35000	0	6.1361	1
1956	5	9	12	35000	0	3.4696	1
1956	5	10	12	35000	0	2.6572	-1
1956	5	11	12	35000	0	3.606	1
1956	5	12	12	35000	0	4.0215	-1
1956	5	13	12	35000	0	4.6044	-1
1956	5	14	12	35000	0	4.84	1
1956	5	15	12	35000	5.6091	4.1393	-1
1956	5	16	12	35000	0	4.871	-1
1956	5	17	12	35000	0	6.6197	-1
1956	5	18	12	35000	0	6.8585	-1
1956	5	19	12	35000	0	6.3469	0
1956	5	20	12	35000	0	6.936	-1
1956	5	21	12	35000	0	6.5918	1
1956	5	22	12	35000	0.1679	6.812	0
1956	5	23	12	35000	0	5.3237	1
1956	5	24	12	35000	3.7574	3.4292	0
1956	5	25	12	35000	3.4636	2.9859	-1
1956	5	26	12	35000	4.8071	3.8571	-1
1956	5	27	12	35000	10.525	1.8262	1
1956	5	28	12	35000	0	2.8866	-1
1956	5	29	12	35000	0	1.3798	1
1956	5	30	12	35000	16.29	1.7363	1
1956	5	31	12	35000	1.6266	2.3471	0
1956	6	1	12	35000	0.0002	2.3937	0
1956	6	2	12	35000	0	7.3856	-1
1956	6	3	12	35000	0	2.2231	-1
1956	6	4	12	35000	0	2.1177	-1
1956	6	5	12	35000	0	2.7936	-1
1956	6	6	12	35000	0	7.3856	1
1956	6	7	12	35000	0	7.1624	-1
1956	6	8	12	35000	0	7.0042	-1
1956	6	9	12	35000	0	5.8849	1
1956	6	10	12	35000	0.718	2.2107	-1
1956	6	11	12	35000	1.6664	3.4261	-1
1956	6	12	12	35000	7.6328	0.7751	1
1956	6	13	12	35000	32.381	0.9643	-1
1956	6	14	12	35000	8.5303	2.0526	-1
1956	6	15	12	35000	6.1049	1.6743	1
1956	6	16	12	35000	8.8276	2.3347	0
1956	6	17	12	35000	0.126	1.2557	-1
1956	6	18	12	35000	0.1218	2.0743	1
1956	6	19	12	35000	1.2343	2.5239	-1
1956	6	20	12	35000	13.498	5.3051	-1
1956	6	21	12	35000	0.0653	5.4322	0
1956	6	22	12	35000	0	5.2214	-1
1956	6	23	12	35000	0	4.685	-1
1956	6	24	12	35000	0	5.4849	-1
1956	6	25	12	35000	0	5.9128	0
1956	6	26	12	35000	0	5.5314	-1
1956	6	27	12	35000	2.4056	6.1764	0
1956	6	28	12	35000	0	3.2773	-1
1956	6	29	12	35000	3.514	3.5781	1
1956	6	30	12	35000	0	3.7889	0
1956	7	1	12	35000	0	4.3842	-1
1956	7	2	12	35000	0	4.8524	0
1956	7	3	12	35000	0.1176	6.0492	0
1956	7	4	12	35000	4.5981	6.8275	0
1956	7	5	12	35000	2.3553	5.0664	-1
1956	7	6	12	35000	0	5.2865	1
1956	7	7	12	35000	4.1601	5.0943	-1
1956	7	8	12	35000	3.5202	3.4075	-1
1956	7	9	12	35000	0	1.479	-1
1956	7	10	12	35000	0	2.5456	1
1956	7	11	12	35000	0	4.2075	-1
1956	7	12	12	35000	0	5.3578	-1
1956	7	13	12	35000	0	5.3764	1
1956	7	14	12	35000	0	5.4322	1
1956	7	15	12	35000	0	5.7268	0
1956	7	16	12	35000	0	6.3128	1
1956	7	17	12	35000	5.101	4.4059	-1
1956	7	18	12	35000	0.5587	5.9779	0
1956	7	19	12	35000	0.1747	4.778	0
1956	7	20	12	35000	0.3123	4.561	-1
1956	7	21	12	35000	7.3631	2.7099	-1
1956	7	22	12	35000	32.075	2.2448	-1
1956	7	23	12	35000	0	3.1192	-1
1956	7	24	12	35000	0	5.4632	-1
1956	7	25	12	35000	0.3212	2.7719	1
1956	7	26	12	35000	1.8725	2.3068	0
1956	7	27	12	35000	0.8019	2.0123	1
1956	7	28	12	35000	2.5946	5.5873	1
1956	7	29	12	35000	9.623	4.6323	-1
1956	7	30	12	35000	3.5928	3.947	1
1956	7	31	12	35000	7.6294	3.1998	1
1956	8	1	12	35000	0	2.7347	1
1956	8	2	12	35000	0	3.5192	-1
1956	8	3	12	35000	0	5.0198	-1
1956	8	4	12	35000	3.5118	2.6634	-1
1956	8	5	12	35000	0	3.3579	-1
1956	8	6	12	35000	0	6.2043	0
1956	8	7	12	35000	10.491	6.1888	0
1956	8	8	12	35000	0	6.2973	0
1956	8	9	12	35000	0	6.6756	-1
1956	8	10	12	35000	0	6.3376	0
1956	8	11	12	35000	5.525	5.3609	0
1956	8	12	12	35000	5.1052	5.6431	1
1956	8	13	12	35000	19.102	3.9129	-1
1956	8	14	12	35000	11.03	2.189	0
1956	8	15	12	35000	1.0916	4.4493	0
1956	8	16	12	35000	1.7969	6.2167	0
1956	8	17	12	35000	0	6.4895	0
1956	8	18	12	35000	0	5.1439	-1
1956	8	19	12	35000	0	4.4338	-1
1956	8	20	12	35000	11.284	3.0448	-1
1956	8	21	12	35000	0	2.282	1
1956	8	22	12	35000	0	6.4554	1
1956	8	23	12	35000	0	4.7656	-1
1956	8	24	12	35000	0	2.4433	-1
1956	8	25	12	35000	0	1.1317	-1
1956	8	26	12	35000	4.9804	1.2929	-1
1956	8	27	12	35000	1.6334	1.0852	-1
1956	8	28	12	35000	6.3605	1.5968	-1
1956	8	29	12	35000	0.0839	3.8788	-1
1956	8	30	12	35000	5.9658	2.5859	0
1956	8	31	12	35000	1.0445	3.1285	1
1956	9	1	12	35000	0.0177	3.4727	0
1956	9	2	12	35000	0	4.8958	-1
1956	9	3	12	35000	0	4.4896	1
1956	9	4	12	35000	0.6046	3.9005	1
1956	9	5	12	35000	6.5956	4.1269	-1
1956	9	6	12	35000	1.6625	3.8447	-1
1956	9	7	12	35000	0	2.713	1
1956	9	8	12	35000	0	5.2431	-1
1956	9	9	12	35000	0	4.4772	-1
1956	9	10	12	35000	0	5.3299	-1
1956	9	11	12	35000	0	5.8229	1
1956	9	12	12	35000	0	4.7594	0
1956	9	13	12	35000	0	4.7966	0
1956	9	14	12	35000	0	5.3051	1
1956	9	15	12	35000	0	5.2245	0
1956	9	16	12	35000	0	3.7734	-1
1956	9	17	12	35000	0	3.8757	1
1956	9	18	12	35000	0	5.8105	-1
1956	9	19	12	35000	0	3.7548	-1
1956	9	20	12	35000	1.1419	4.2974	-1
1956	9	21	12	35000	0	5.5407	-1
1956	9	22	12	35000	0	2.8122	1
1956	9	23	12	35000	1.0414	1.0387	0
1956	9	24	12	35000	0.6127	2.6355	-1
1956	9	25	12	35000	0	5.8942	-1
1956	9	26	12	35000	0	5.8942	-1
1956	9	27	12	35000	0	4.7222	0
1956	9	28	12	35000	0	4.3501	1
1956	9	29	12	35000	0	2.558	0
1956	9	30	12	35000	3.0701	0.4775	-1
1956	10	1	12	35000	24.615	1.6867	0
1956	10	2	12	35000	19.977	0.9953	0
1956	10	3	12	35000	7.8735	2.5859	0
1956	10	4	12	35000	6.9629	3.2308	1
1956	10	5	12	35000	0	2.8277	-1
1956	10	6	12	35000	0.1679	4.5827	-1
1956	10	7	12	35000	0	5.1439	1
1956	10	8	12	35000	0	4.8524	1
1956	10	9	12	35000	0	4.4648	1
1956	10	10	12	35000	0	3.1812	1
1956	10	11	12	35000	0	3.9067	0
1956	10	12	12	35000	0	3.1347	0
1956	10	13	12	35000	0	3.9687	-1
1956	10	14	12	35000	0	3.854	1
1956	10	15	12	35000	0	4.0742	0
1956	10	16	12	35000	0	2.4681	1
1956	10	17	12	35000	0	2.2231	-1
1956	10	18	12	35000	0	4.1672	1
1956	10	19	12	35000	0	0.4744	0
1956	10	20	12	35000	6.5099	2.7564	-1
1956	10	21	12	35000	1.7923	3.0045	-1
1956	10	22	12	35000	1.2763	1.6712	0
1956	10	23	12	35000	0	3.7455	-1
1956	10	24	12	35000	0	3.9905	-1
1956	10	25	12	35000	0	2.6696	-1
1956	10	26	12	35000	14.623	1.6402	-1
1956	10	27	12	35000	0	1.1968	-1
1956	10	28	12	35000	0	3.2959	0
1956	10	29	12	35000	0	2.7068	1
1956	10	30	12	35000	0.0005	1.8324	1
1956	10	31	12	35000	6.5027	3.4261	-1
1956	11	1	12	35000	1.2091	3.2525	-1
1956	11	2	12	35000	0	2.4743	1
1956	11	3	12	35000	0	1.7332	0
1956	11	4	12	35000	0	2.2603	0
1956	11	5	12	35000	0	1.4511	1
1956	11	6	12	35000	7.5701	0.9364	-1
1956	11	7	12	35000	19.656	0.7782	-1
1956	11	8	12	35000	0	3.1285	0
1956	11	9	12	35000	0	2.7378	-1
1956	11	10	12	35000	0	2.5456	-1
1956	11	11	12	35000	0	2.4712	-1
1956	11	12	12	35000	0	2.3378	-1
1956	11	13	12	35000	0	2.2076	1
